content,Score,Scoring String,Negativity,Positivity,Uncovered Tokens,Total Tokens,sentiment
rapidkl announced a temporary closure of services affecting several lrt mrt and monorails in kuala lumpur tomorrow from am to pm however the planned lawan rally at dataran merdeka tomorrow has been called off by the people s solidarity secretariat ssr yesterday,0.307692308,solidarity (0.31),0,0.307692308,41,42,positive
alephazwan esok kan sepatutnya ada protes lawan lagi sekali tapi dah cancelled sebab dah resign kan abah semua orang tu ni mesti cuak takut diorg buat jugak esok ni tu terus tutup,-0.615384615,cancelled (-0.26)  resign (-0.36),0.615384615,0,30,32,negative
kuasasiswa i want a shirt of this lawan,0.076923077,want (0.08),0,0.076923077,7,8,positive
lol public transport paid and constructed with taxpayers funds closed to the public because the incompetent recycled government fear the truth rally aside what if there are people who really need these for emergency transportation or work lawan,-0.717948718,lol (0.46)  incompetent (-0.54)  fear (-0.56)  truth (0.33)  emergency (-0.41),1.512820513,0.794871795,33,38,negative
how much fine prosecution did the polices that partied with drugs in a police station were charged for lawan bodohtetapbodoh,-0.205128205,fine (0.21)  prosecution (-0.56)  partied (0.36)  charged (-0.21),0.769230769,0.564102564,16,20,negative
makin teruk negara makin kuat kita lawan reformasi lawan,0,,0,0,9,9,neutral
demo lawan dah tangguh la der,0,,0,0,6,6,neutral
ni bodo padia taktau duk buat ritual budaya barat kalau non muslim tu aku paham la ni muslim pun join dah kenapa musibat hg nak beri penghormatan baca yassin sudah la benak lawan,0.307692308,join (0.31),0,0.307692308,32,33,positive
lawan kerajaangagal,0,,0,0,2,2,neutral
sukmawatiismail en blue bird adakah saya ditahan polis patut jawab tidak anda akan dikuarantinkan hari swab test negative baru kami lepaskan awak dan jadi sukarelawan kat cac nak lawan sangat kan nah kau lawan covid,-0.794871795,negative (-0.69)  nah (-0.10),0.794871795,0,33,35,negative
amboi takut orang lawan ke,0,,0,0,5,5,neutral
kepada yang menghantar dm untuk bertanyakan sekiranya aku adalah salah seorang anak muda yang ditahan pada malam semalam jawapannya adalah tidak kerana aku masih tempang di rumah dan hanya mampu bersolidariti bersama rakan rakan lain dan lawan secara maya,0,,0,0,39,39,neutral
hari ini bisa saja kopiidol yang jadi korban bsk bisa saja keluargamu sahabatmu bahkan kamu yang dibungkam lawan panjangumurhalhalbaik,0,,0,0,19,19,neutral
rt anwaribrahim rt bersih a group of youth gathered at dataran merdeka tonight to mourn those who have lost their life to covid were harassed manhandled and arrested by the police from dang wangi with no explanation or grounds lawan ketuanan,-2.282051282,mourn (-0.46)  lost (-0.33)  harassed (-0.64)  arrested (-0.54)  no (-0.31),2.282051282,0,36,41,negative
bro ahmadmaslan you re joking right where has his shitty half assed sops enforcement gotten us new covid cases every day lmao pakar my ass kerajaangagal notmypm lawan,-0.333333333,joking (0.23)  shitty (-0.67)  lmao (0.74)  ass (-0.64),1.307692308,0.974358974,24,28,negative
inialannn jerit lawan,0,,0,0,3,3,neutral
petisyen signed memorial covid letter to ydpa lawan standby sis kali ni laung siapa ismail sabri aku tak undi die pulak we support you via youtube,-0.307692308,die (-0.74)  support (0.44),0.743589744,0.435897436,24,26,negative
so kalau agong pilih anwar instead of ismail umno turun padang merdeka tak nak lawan nak buat photo shoot lah,-0.358974359,shoot (-0.36),0.358974359,0,19,20,negative
nfth lmao look at my profile pun you know im a supporter of lawan this guy thought im a pas supporter,1.307692308,lmao (0.74)  supporter (0.28)  supporter (0.28),0,1.307692308,18,21,positive
parking my house lawan,0,,0,0,4,4,neutral
secepat mungkin moratarium automatik lawan,0,,0,0,5,5,neutral
puisidarurat lawan,0,,0,0,2,2,neutral
this is why we lawan,0,,0,0,5,5,neutral
thulsipens the mamu wear that like a badge of honor lawan,0.948717949,like (0.38)  honor (0.56),0,0.948717949,9,11,positive
peserta lawan bukan batalkan perhimpunan sebab pm letak jawatan tetapi sebab ramalan kaji cuaca menunjukkan cuaca hujan sepanjang minggu ini berhimpunlah lawan dalam hujan best tau hah tercydukk kena game bulat hanat partimuda,0.820512821,best (0.82),0,0.820512821,32,33,positive
benjayminlim st august ada demonstration lawan kalau tk silap,0.102564103,demonstration (0.10),0,0.102564103,8,9,positive
police arrest attendees of lawan candlelight vigil at dataran merdeka video malaymail,-0.358974359,arrest (-0.36),0.358974359,0,11,12,negative
wore all black today acah acah lawan tapi actually takdak baju lain hajsjhajsjh,0,,0,0,13,13,neutral
alrawabischoolforgirls adalah serial asal yordania berbahasa arab yang dibintangi oleh andria tayeh rakeen saad noor taher dan joanna arida bersama pemeran lainnya cinemags armywillwaitforbts vaksinampuhtangkalkovid lawan medialawancovid,0,,0,0,27,27,neutral
authorities refused to answer when they were asked refused to listen when they were read rights hence they are clearly at wrong side no matter should this said gathering were held illegally lawanintimidasi lawan,-1,refused (-0.31)  refused (-0.31)  clearly (0.44)  wrong (-0.54)  no (-0.31)  matter (0.03),1.461538462,0.461538462,28,34,negative
lawan with purpose muda muda jangan buat kerja sia ikut perasaan kita lawan untuk menguntungkan orang lain ke untuk diri sendiri yg sudah ada hak istimewa,0.487179487,hak (0.49),0,0.487179487,25,26,positive
manufacturing consent in pictures polis ada bagi tekanan kepada media ke share this around to lawanintimidasi lawan,0.538461538,consent (0.23)  share (0.31),0,0.538461538,15,17,positive
last kena compound jugak but why the need for harassment cheap intimidation tactics you ve all seen the videos the police have no right to take them away if they re not being arrested but they are doing that to silence our activists this is why we lawan tolakintimidasi,-1.948717949,harassment (-0.64)  intimidation (-0.46)  no (-0.31)  arrested (-0.54),1.948717949,0,45,49,negative
semalam anak muda ditekan dengan kekerasan walaupun mereka hanya mengadakan memorial aman untuk memperingati jiwa jiwa korban covid berkali kali anak muda dan aktivis rakyat diinjak dengan penyalahguaan kuasa dan undang undang yang menekan lawan lawanintimidasi,0,,0,0,36,36,neutral
dalam xdak kerajaan pun depa nak kluar pi lawan gak aku pun paham nak lawan sapa,0,,0,0,16,16,neutral
kami bersolidariti bersama semua yang lawan ketidakadilan dan penindasan maruah dan darjat insan harus diangkat dan dipertahankan lawanintimidasi kredit pemilik gambar,0,,0,0,21,21,neutral
thotakal thulaikathu anu gundu thagarkkadhu avamaanam en uyirey alikkadhu athigaram en kanavai thadukkadhu madai thiranthu yogi b natchatra vallavan lawan lawanintimidasi tolakintimidasi,0,,0,0,22,22,neutral
dua aktor dari marvelcinematicuniverse robertdowneyjr dan chrispratt akan segera menjadi beberapa bintang dengan bayaran tertinggi di dunia televisi cinemags armywillwaitforbts vaksinampuhtangkalkovid lawan medialawancovid,0,,0,0,23,23,neutral
anjing itu juga kadang mengurus pengangkutan awam ibu kota lawan,0,,0,0,10,10,neutral
suara rakyat suara keramat lawan lawanintimidasi lawantetaplawan rakyattwitter,0,,0,0,8,8,neutral
muhammad alias amin kompascom owhhh macam tu jadi kau beralih dari pas ke peliwat ka macam tu ya tahniah sebab upgrade dari parti pura suci ke parti main belakang lawan sampai sabun dapat ke tangan kah kah kah,0,,0,0,38,38,neutral
sunflwrsarah raya haji haritu foreigners solat sunat tak follow sop then kena tahan kamurang faham kan ini kamu berhimpun for memorial read lawan clearly defiance against akta sop then acah innocent tanya am i arrested be smarter la,0.769230769,clearly (0.44)  innocent (0.36)  arrested (-0.54)  smarter (0.51),0.538461538,1.307692308,34,38,positive
muhammad alias amin kompascom malu la sikit kerajaan dah jatuh kau nak lawan apa lagi lawan bangsa yang tak reti hormat proses perlembagaan tau duduk kat dataran memekik ja kau sama la dgan puak bersih tu time covid bukan nak membantu tap,0,,0,0,42,42,neutral
muhammad alias amin kompascom tau pedih kan habeh kau dok bawak nama parti lain dok kutuk parti agama parti umno okay pulak kenapa parti amanah pun dah macam parti pas ka boleh sucikan aku kalau tak nampak lawan kau tu aku pun x komen sampai,0.230769231,okay (0.23),0,0.230769231,44,45,positive
kumpulan jenayah terancang terbesar di malaysia dilihat menggunakan kekerasan dan intimidasi terhadap orang awam yang sedang berkumpul secara aman memperingati mangsa mangsa kerajaangagal yang telah terkorban lawan,0,,0,0,27,27,neutral
this has to stop tolakintimidasi lawan,-0.307692308,stop (-0.31),0.307692308,0,5,6,negative
kann lawan,0,,0,0,2,2,neutral
this illustration sends a powerful message lawan,0.461538462,powerful (0.46),0,0.461538462,6,7,positive
the long wait is finally over melalienetwork first ever webinar will go live in a few hours don t miss out on this melarmy join us amp let s catch up the core team on their live product demo don t forget to register blockchain melalie mel lawan,-0.076923077,miss (-0.15)  join (0.31)  forget (-0.23),0.384615385,0.307692308,45,48,negative
syaaamicko hisarcute alamak ayat lawan lah dengan cara yang berbeza asal kan sampai suara yang disuarakan nak ubah ubah lah dengan cara yang lebih dominan dah jgn gaduh hari jumaat ni,0,,0,0,31,31,neutral
sama je macam polis semalam di dataran merdeka lawan lawanintimidasi,0,,0,0,10,10,neutral
have you heard lawan parliamentary diss by nair on soundcloud,0,,0,0,10,10,neutral
i know you know we all know he got to be the pn and umno choice not because of his superior intellect lawan kerajaangagal,1.153846154,superior (0.64)  intellect (0.51),0,1.153846154,22,24,positive
kes naik ape susah kerajaangagal jelah lawan,0,,0,0,7,7,neutral
pdrm has long forgotten their duty to the people and safety of this nation thugs in uniform is what they ve been reduced to lawan lawanintimidasi,0.230769231,forgotten (-0.23)  safety (0.46),0.230769231,0.461538462,24,26,positive
adakah saya ditahan lawan,0,,0,0,4,4,neutral
wheres abah lawan lawanintimidasi,0,,0,0,4,4,neutral
aug puisidarurat lawan kerajaangagal kerajaanpembunuh aseprite pixelart pixel dailies bit bitart southeastasia malaysia shikasketchbook,0,,0,0,14,14,neutral
amiraaisya lawan,0,,0,0,2,2,neutral
akupawi tengkuiskhandar lcsmxms tidak pawi orang dok lawan bukan sebab parti politik pawi kau ada masalah kefahaman sebenarnya ni pawi namanya pun hak orang awam kena tahu benda macam mana undang undang perlu digunakan ini bukan masalah parti mas,0.487179487,hak (0.49),0,0.487179487,38,39,positive
i m all for it to fight police brutality but korang macam meminta pula korang strengthen up stigma orang facebook towards lawan movement ni,-0.846153846,fight (-0.41)  brutality (-0.77)  strengthen (0.33),1.179487179,0.333333333,21,24,negative
memorial bukan budaya kita kenapa lawan ada kata memorial memperingati kematian mangsa covid in ke ni waktu pandemik ni tak boleh berkumpul tak kisah apa jua alasan kan dah termaktub dalam akta pencegahan amp pengawalan penyakit berjangkit,0,,0,0,37,37,neutral
how the foreign press is reporting on our so called next pm saynotoismailsabri lawantetaplawan lawan notmypm kerajaangagal,0,,0,0,17,17,neutral
humble legal opinion lawan youths were arrested and lawyers were deterred my comments,-0.41025641,legal (0.13)  arrested (-0.54),0.538461538,0.128205128,11,13,negative
apabila kata kata dan pena lebih menusuk dari pisau terbukti suara suara yang lawan didengari orang mereka,0,,0,0,17,17,neutral
syedakramin terus lawan,0,,0,0,3,3,neutral
nhbsba demikianlah kerosakan pemikiran sebahagian pemikiran lelaki bani malaies lawan,0,,0,0,10,10,neutral
if ismail sabri becomes pm we should totally do a penyu protest and wear turtle mascot outfits it would be covid safe would make for fantastic visuals amp would scare the living daylights out of him lawan,0.333333333,protest (-0.26)  safe (0.49)  fantastic (0.67)  scare (-0.56),0.820512821,1.153846154,33,37,positive
seanzraft sunflwrsarah at last someone said it why need to associate link with lawan so after this every bacaan yassin in google meet need to mention lawan orbituary in newspaper needs to include lawan they are not remembering the deaths they ar,0,,0,0,42,42,neutral
duyutman farhanamran takterqyira it s almost as if killing someone and asking the police mengapa saya ditahan clearly having your so called memorial for the lost lives but still hanging out lawanintimidasi is the best way to cover up lawan prot,0.051282051,killing (-0.87)  clearly (0.44)  lost (-0.33)  best (0.82),1.205128205,1.256410256,37,41,positive
menda for memorial susah susah pi dataran merdeka ni doa untuk kesejahteraan untuk orang yang gugur dekat rumah sudah bila orang cakap geng geng lawan ni bodoh benak korang marah,-0.58974359,doa (-0.59),0.58974359,0,29,30,negative
i am tweeting this from the comfort of home and have not face the brutality i have yet to participate in any march only because i am far from where its happening and this is just me one person imagine the magnitude of the fight if there were no restrictions lawan,-1.102564103,comfort (0.38)  brutality (-0.77)  fight (-0.41)  no (-0.31),1.487179487,0.384615385,47,51,negative
we are the generation that will not stay home just because our parents are worried that we might get caught for putting up a flag or a fight we are doing saying things knowing that the corrupt system will punish us but we still fight as long as it takes lawan,-1.743589744,worried (-0.31)  fight (-0.41)  punish (-0.62)  fight (-0.41),1.743589744,0,47,51,negative
we are off a different generation we have the facilities of today and the pain of the past we grew up listening to the struggles of our parents just for being a certain colour or just for being poor we are witnessing the elite trample on the poor and double standards lawan,-1.769230769,pain (-0.59)  struggles (-0.38)  certain (0.28)  poor (-0.54)  poor (-0.54),2.051282051,0.282051282,47,52,negative
we banter fight and loose friendships merely for defending our favourite football clubs the point is now we are all feeling oppressed and we belong to this group of people who support lawan the more you try to supress the more are coming out louder than ever,-0.307692308,fight (-0.41)  loose (-0.33)  friendships (0.41)  feeling (0.13)  oppressed (-0.54)  support (0.44),1.282051282,0.974358974,41,47,negative
i hope they realise that we are wired to thrive on our sense of belongings sometimes for a petty ridiculous reason but we just do we start way back in school when we fought and supported our sporting houses when there was nothing but the pride to win lawan,0.974358974,hope (0.49)  petty (-0.21)  ridiculous (-0.38)  fought (-0.33)  supported (0.33)  pride (0.36)  win (0.72),0.923076923,1.897435897,42,49,positive
lucy furr and her turtle toncet posing in front of her lawan tank she designed inspired by kkm s api neraka posters,0.564102564,inspired (0.56),0,0.564102564,21,22,positive
priyasena anwaribrahim bawa play card lawan sudah lah nak back up tak tentu arah,0.358974359,play (0.36),0,0.358974359,13,14,positive
